occurrenceID	measurementValue	measurementType	measurementUnit
EE0493_asv.1062	35	sequence reads	
EE0493_asv.1063	47	sequence reads	
EE0493_asv.1064	549	sequence reads	
EE0493_asv.1065	458	sequence reads	
EE0493_asv.1067	159	sequence reads	
EE0493_asv.1069	33	sequence reads	
EE0493_asv.1070	10	sequence reads	
EE0493_asv.1071	535	sequence reads	
EE0493_asv.1072	469	sequence reads	
EE0493_asv.1073	24	sequence reads	
EE0493_asv.1074	8	sequence reads	
EE0493_asv.1075	400	sequence reads	
EE0493_asv.1076	82	sequence reads	
EE0493_asv.1077	20	sequence reads	
EE0493_asv.1078	47	sequence reads	
EE0493_asv.1079	1	sequence reads	
EE0493_asv.1082	282	sequence reads	
EE0493_asv.1083	23	sequence reads	
EE0493_asv.1085	54	sequence reads	
EE0493_asv.1086	24	sequence reads	
EE0493_asv.1087	55	sequence reads	
EE0493_asv.1088	22	sequence reads	
EE0493_asv.1089	40	sequence reads	
EE0493_asv.1092	4	sequence reads	
EE0493_asv.1095	297	sequence reads	
EE0493_asv.1096	2	sequence reads	
EE0493_asv.1097	4	sequence reads	
EE0493_asv.1099	52	sequence reads	
EE0493_asv.1101	39	sequence reads	
EE0493_asv.1102	89	sequence reads	
EE0493_asv.1103	2	sequence reads	
EE0493_asv.1104	1	sequence reads	
EE0493_asv.1106	158	sequence reads	
EE0493_asv.1107	45	sequence reads	
EE0493_asv.1111	36	sequence reads	
EE0493_asv.1113	4	sequence reads	
EE0493_asv.1114	156	sequence reads	
EE0493_asv.1115	59	sequence reads	
EE0493_asv.1116	308	sequence reads	
EE0493_asv.1118	43	sequence reads	
EE0493_asv.1119	19	sequence reads	
EE0493_asv.1120	97	sequence reads	
EE0493_asv.1121	508	sequence reads	
EE0493_asv.1123	171	sequence reads	
EE0493_asv.1124	2	sequence reads	
EE0493_asv.1126	346	sequence reads	
EE0493_asv.1127	106	sequence reads	
EE0493_asv.1128	56	sequence reads	
EE0493_asv.1130	403	sequence reads	
EE0493_asv.1132	22	sequence reads	
EE0493_asv.1133	10	sequence reads	
EE0493_asv.1135	50	sequence reads	
EE0493_asv.1136	43	sequence reads	
EE0493_asv.1137	3	sequence reads	
EE0493_asv.1138	20	sequence reads	
EE0493_asv.1139	38	sequence reads	
EE0493_asv.1141	53	sequence reads	
EE0493_asv.1142	11	sequence reads	
EE0493_asv.1143	52	sequence reads	
EE0493_asv.1145	143	sequence reads	
EE0493_asv.1146	36	sequence reads	
EE0493_asv.1148	16	sequence reads	
EE0493_asv.1150	244	sequence reads	
EE0493_asv.1152	23	sequence reads	
EE0493_asv.1153	86	sequence reads	
EE0493_asv.1154	47	sequence reads	
EE0493_asv.1155	17	sequence reads	
EE0493_asv.1156	1	sequence reads	
EE0493_asv.1157	21	sequence reads	
EE0493_asv.1158	138	sequence reads	
EE0493_asv.1159	87	sequence reads	
EE0493_asv.1161	13	sequence reads	
EE0493_asv.1162	64	sequence reads	
EE0493_asv.1164	64	sequence reads	
EE0493_asv.1165	12	sequence reads	
EE0493_asv.1166	5	sequence reads	
EE0493_asv.1167	1	sequence reads	
EE0493_asv.1170	64	sequence reads	
EE0493_asv.1171	19	sequence reads	
EE0493_asv.1172	26	sequence reads	
EE0493_asv.1173	372	sequence reads	
EE0493_asv.1174	18	sequence reads	
EE0493_asv.1177	13	sequence reads	
EE0493_asv.1178	12	sequence reads	
EE0493_asv.1179	5	sequence reads	
EE0493_asv.1180	167	sequence reads	
EE0493_asv.1181	10	sequence reads	
EE0493_asv.1182	17	sequence reads	
EE0493_asv.1184	17	sequence reads	
EE0493_asv.1185	9	sequence reads	
EE0493_asv.1190	36	sequence reads	
EE0493_asv.1193	24	sequence reads	
EE0493_asv.1194	4	sequence reads	
EE0493_asv.1197	67	sequence reads	
EE0493_asv.1199	1	sequence reads	
EE0493_asv.1200	293	sequence reads	
EE0493_asv.1201	55	sequence reads	
EE0493_asv.1202	8	sequence reads	
EE0493_asv.1203	7	sequence reads	
EE0493_asv.1206	98	sequence reads	
EE0493_asv.1208	37	sequence reads	
EE0493_asv.1209	35	sequence reads	
EE0493_asv.1210	5	sequence reads	
EE0493_asv.1211	10	sequence reads	
EE0493_asv.1212	122	sequence reads	
EE0493_asv.1213	72	sequence reads	
EE0493_asv.1214	56	sequence reads	
EE0493_asv.1215	450	sequence reads	
EE0493_asv.1216	430	sequence reads	
EE0493_asv.1218	456	sequence reads	
EE0493_asv.1219	8	sequence reads	
EE0493_asv.1220	3	sequence reads	
EE0493_asv.1221	453	sequence reads	
EE0493_asv.1225	57	sequence reads	
EE0493_asv.1226	451	sequence reads	
EE0493_asv.1228	13	sequence reads	
EE0493_asv.1229	446	sequence reads	
EE0493_asv.1230	10	sequence reads	
EE0493_asv.1231	17	sequence reads	
EE0493_asv.1233	82	sequence reads	
EE0493_asv.1234	8	sequence reads	
EE0493_asv.1236	37	sequence reads	
EE0493_asv.1237	83	sequence reads	
EE0493_asv.1239	82	sequence reads	
EE0493_asv.1240	27	sequence reads	
EE0493_asv.1242	64	sequence reads	
EE0493_asv.1243	37	sequence reads	
EE0493_asv.1244	54	sequence reads	
EE0493_asv.1245	33	sequence reads	
EE0493_asv.1246	26	sequence reads	
EE0493_asv.1247	29	sequence reads	
EE0493_asv.1249	207	sequence reads	
EE0493_asv.1250	5	sequence reads	
EE0493_asv.1251	49	sequence reads	
EE0493_asv.1252	8	sequence reads	
EE0493_asv.1256	37	sequence reads	
EE0493_asv.1257	39	sequence reads	
EE0493_asv.1259	1	sequence reads	
EE0493_asv.1261	34	sequence reads	
EE0493_asv.1262	25	sequence reads	
EE0493_asv.1264	287	sequence reads	
EE0493_asv.1266	25	sequence reads	
EE0493_asv.1272	1	sequence reads	
EE0493_asv.1273	141	sequence reads	
EE0493_asv.1274	101	sequence reads	
EE0493_asv.1275	27	sequence reads	
EE0493_asv.1277	186	sequence reads	
EE0493_asv.1279	59	sequence reads	
EE0493_asv.1280	42	sequence reads	
EE0493_asv.1281	308	sequence reads	
EE0493_asv.1283	15	sequence reads	
EE0493_asv.1284	30	sequence reads	
EE0493_asv.1288	2	sequence reads	
EE0493_asv.1289	66	sequence reads	
EE0493_asv.1290	31	sequence reads	
EE0493_asv.1291	2	sequence reads	
EE0493_asv.1292	22	sequence reads	
EE0493_asv.1293	88	sequence reads	
EE0493_asv.1294	64	sequence reads	
EE0493_asv.1295	34	sequence reads	
EE0493_asv.1296	14	sequence reads	
EE0493_asv.1298	27	sequence reads	
EE0493_asv.1299	280	sequence reads	
EE0493_asv.1301	13	sequence reads	
EE0493_asv.1302	184	sequence reads	
EE0493_asv.1304	20	sequence reads	
EE0493_asv.1305	3	sequence reads	
EE0493_asv.1306	31	sequence reads	
EE0493_asv.1307	19	sequence reads	
EE0493_asv.1308	324	sequence reads	
EE0493_asv.1311	76	sequence reads	
EE0493_asv.1312	32	sequence reads	
EE0493_asv.1313	47	sequence reads	
EE0493_asv.1314	54	sequence reads	
EE0493_asv.1317	83	sequence reads	
EE0493_asv.1318	24	sequence reads	
EE0493_asv.1319	1	sequence reads	
EE0493_asv.1323	12	sequence reads	
EE0493_asv.1324	83	sequence reads	
EE0493_asv.1325	8	sequence reads	
EE0493_asv.1326	12	sequence reads	
EE0493_asv.1327	22	sequence reads	
EE0493_asv.1328	57	sequence reads	
EE0493_asv.1329	7	sequence reads	
EE0493_asv.1331	103	sequence reads	
EE0493_asv.1332	397	sequence reads	
EE0493_asv.1333	21	sequence reads	
EE0493_asv.1334	19	sequence reads	
EE0493_asv.1335	92	sequence reads	
EE0493_asv.1336	74	sequence reads	
EE0493_asv.1337	35	sequence reads	
EE0493_asv.1338	3	sequence reads	
EE0493_asv.1339	391	sequence reads	
EE0493_asv.1342	33	sequence reads	
EE0493_asv.1343	40	sequence reads	
EE0493_asv.1346	55	sequence reads	
EE0493_asv.1347	4	sequence reads	
EE0493_asv.1348	69	sequence reads	
EE0493_asv.1349	20	sequence reads	
EE0493_asv.1351	385	sequence reads	
EE0493_asv.1352	63	sequence reads	
EE0493_asv.1353	53	sequence reads	
EE0493_asv.1354	73	sequence reads	
EE0493_asv.1355	36	sequence reads	
EE0493_asv.1356	67	sequence reads	
EE0493_asv.1357	57	sequence reads	
EE0493_asv.1358	114	sequence reads	
EE0493_asv.1361	10	sequence reads	
EE0493_asv.1362	47	sequence reads	
EE0493_asv.1363	2	sequence reads	
EE0493_asv.1366	161	sequence reads	
EE0493_asv.1367	54	sequence reads	
EE0493_asv.1368	15	sequence reads	
EE0493_asv.1369	3	sequence reads	
EE0493_asv.1370	377	sequence reads	
EE0493_asv.1371	42	sequence reads	
EE0493_asv.1374	12	sequence reads	
EE0493_asv.1375	26	sequence reads	
EE0493_asv.1376	21	sequence reads	
EE0493_asv.1377	87	sequence reads	
EE0493_asv.1379	2	sequence reads	
EE0493_asv.1380	72	sequence reads	
EE0493_asv.1382	266	sequence reads	
EE0493_asv.1384	54	sequence reads	
EE0493_asv.1385	25	sequence reads	
EE0493_asv.1386	102	sequence reads	
EE0493_asv.1388	15	sequence reads	
EE0493_asv.1389	141	sequence reads	
EE0493_asv.1390	15	sequence reads	
EE0493_asv.1391	27	sequence reads	
EE0493_asv.1393	17	sequence reads	
EE0493_asv.1395	26	sequence reads	
EE0493_asv.1396	38	sequence reads	
EE0493_asv.1397	2	sequence reads	
EE0493_asv.1399	8	sequence reads	
EE0493_asv.1400	10	sequence reads	
EE0493_asv.1401	355	sequence reads	
EE0493_asv.1404	17	sequence reads	
EE0493_asv.1405	93	sequence reads	
EE0493_asv.1406	14	sequence reads	
EE0493_asv.1411	15	sequence reads	
EE0493_asv.1417	38	sequence reads	
EE0493_asv.1418	40	sequence reads	
EE0493_asv.1420	55	sequence reads	
EE0493_asv.1422	10	sequence reads	
EE0493_asv.1423	65	sequence reads	
EE0493_asv.1424	12	sequence reads	
EE0493_asv.1426	66	sequence reads	
EE0493_asv.1427	44	sequence reads	
EE0493_asv.1428	74	sequence reads	
EE0493_asv.1429	30	sequence reads	
EE0493_asv.1430	16	sequence reads	
EE0493_asv.1431	8	sequence reads	
EE0493_asv.1432	4	sequence reads	
EE0493_asv.1433	62	sequence reads	
EE0493_asv.1434	4	sequence reads	
EE0493_asv.1436	2	sequence reads	
EE0493_asv.1437	161	sequence reads	
EE0493_asv.1439	6	sequence reads	
EE0493_asv.1440	34	sequence reads	
EE0493_asv.1441	18	sequence reads	
EE0493_asv.1442	38	sequence reads	
EE0493_asv.1444	341	sequence reads	
EE0493_asv.1447	105	sequence reads	
EE0493_asv.1448	4	sequence reads	
EE0493_asv.1449	1	sequence reads	
EE0493_asv.1451	2	sequence reads	
EE0493_asv.1452	339	sequence reads	
EE0493_asv.1453	278	sequence reads	
EE0493_asv.1454	37	sequence reads	
EE0493_asv.1455	4	sequence reads	
EE0493_asv.1456	3	sequence reads	
EE0493_asv.1457	1	sequence reads	
EE0493_asv.1459	325	sequence reads	
EE0493_asv.1461	44	sequence reads	
EE0493_asv.1462	6	sequence reads	
EE0493_asv.1463	3	sequence reads	
EE0493_asv.1465	273	sequence reads	
EE0493_asv.1466	129	sequence reads	
EE0493_asv.1469	25	sequence reads	
EE0493_asv.1470	71	sequence reads	
EE0493_asv.1471	66	sequence reads	
EE0493_asv.1474	1	sequence reads	
EE0493_asv.1476	93	sequence reads	
EE0493_asv.1477	14	sequence reads	
EE0493_asv.1478	185	sequence reads	
EE0493_asv.1479	25	sequence reads	
EE0493_asv.1483	2	sequence reads	
EE0493_asv.1488	4	sequence reads	
EE0493_asv.1489	18	sequence reads	
EE0493_asv.1491	43	sequence reads	
EE0493_asv.1493	1	sequence reads	
EE0493_asv.1495	50	sequence reads	
EE0493_asv.1497	36	sequence reads	
EE0493_asv.1498	36	sequence reads	
EE0493_asv.1499	10	sequence reads	
EE0493_asv.1500	316	sequence reads	
EE0493_asv.1502	6	sequence reads	
EE0493_asv.1503	129	sequence reads	
EE0493_asv.1504	29	sequence reads	
EE0493_asv.1506	59	sequence reads	
EE0493_asv.1507	39	sequence reads	
EE0493_asv.1509	102	sequence reads	
EE0493_asv.1510	246	sequence reads	
EE0493_asv.1513	18	sequence reads	
EE0493_asv.1514	30	sequence reads	
EE0493_asv.1515	5	sequence reads	
EE0493_asv.1516	22	sequence reads	
EE0493_asv.1518	18	sequence reads	
EE0493_asv.1520	2	sequence reads	
EE0493_asv.1522	32	sequence reads	
EE0493_asv.1523	12	sequence reads	
EE0493_asv.1524	44	sequence reads	
EE0493_asv.1525	16	sequence reads	
EE0493_asv.1526	38	sequence reads	
EE0493_asv.1528	17	sequence reads	
EE0493_asv.1529	45	sequence reads	
EE0493_asv.1530	23	sequence reads	
EE0493_asv.1535	50	sequence reads	
EE0493_asv.1536	2	sequence reads	
EE0493_asv.1537	301	sequence reads	
EE0493_asv.1538	288	sequence reads	
EE0493_asv.1541	15	sequence reads	
EE0493_asv.1542	26	sequence reads	
EE0493_asv.1543	1	sequence reads	
EE0493_asv.1545	48	sequence reads	
EE0493_asv.1546	53	sequence reads	
EE0493_asv.1547	52	sequence reads	
EE0493_asv.1548	26	sequence reads	
EE0493_asv.1549	33	sequence reads	
EE0493_asv.1550	41	sequence reads	
EE0493_asv.1551	15	sequence reads	
EE0493_asv.1552	185	sequence reads	
EE0493_asv.1553	308	sequence reads	
EE0493_asv.1554	15	sequence reads	
EE0493_asv.1555	52	sequence reads	
EE0493_asv.1556	2	sequence reads	
EE0493_asv.1557	4	sequence reads	
EE0493_asv.1558	6	sequence reads	
EE0493_asv.1559	19	sequence reads	
EE0493_asv.1560	20	sequence reads	
EE0493_asv.1563	4	sequence reads	
EE0493_asv.1564	14	sequence reads	
EE0493_asv.1565	247	sequence reads	
EE0493_asv.1566	8	sequence reads	
EE0493_asv.1568	12	sequence reads	
EE0493_asv.1569	10	sequence reads	
EE0493_asv.1570	10	sequence reads	
EE0493_asv.1571	15	sequence reads	
EE0493_asv.1573	6	sequence reads	
EE0493_asv.1574	3	sequence reads	
EE0493_asv.1576	11	sequence reads	
EE0493_asv.1577	49	sequence reads	
EE0493_asv.1578	121	sequence reads	
EE0493_asv.1580	199	sequence reads	
EE0493_asv.1581	203	sequence reads	
EE0493_asv.1584	8	sequence reads	
EE0493_asv.1585	85	sequence reads	
EE0493_asv.1586	40	sequence reads	
EE0493_asv.1587	1	sequence reads	
EE0493_asv.1588	4	sequence reads	
EE0493_asv.1589	35	sequence reads	
EE0493_asv.1590	34	sequence reads	
EE0493_asv.1591	80	sequence reads	
EE0493_asv.1592	32	sequence reads	
EE0493_asv.1593	7	sequence reads	
EE0493_asv.1594	12	sequence reads	
EE0493_asv.1597	10	sequence reads	
EE0493_asv.1602	63	sequence reads	
EE0493_asv.1603	3	sequence reads	
EE0493_asv.1604	8	sequence reads	
EE0493_asv.1605	21	sequence reads	
EE0493_asv.1607	10	sequence reads	
EE0493_asv.1608	29	sequence reads	
EE0493_asv.1609	169	sequence reads	
EE0493_asv.1610	44	sequence reads	
EE0493_asv.1611	21	sequence reads	
EE0493_asv.1613	47	sequence reads	
EE0493_asv.1614	75	sequence reads	
EE0493_asv.1615	4	sequence reads	
EE0493_asv.1617	241	sequence reads	
EE0493_asv.1619	229	sequence reads	
EE0493_asv.1621	5	sequence reads	
EE0493_asv.1622	273	sequence reads	
EE0493_asv.1623	261	sequence reads	
EE0493_asv.1624	42	sequence reads	
EE0493_asv.1625	43	sequence reads	
EE0493_asv.1626	22	sequence reads	
EE0493_asv.1627	79	sequence reads	
EE0493_asv.1628	2	sequence reads	
EE0493_asv.1629	17	sequence reads	
EE0493_asv.1630	12	sequence reads	
EE0493_asv.1631	5	sequence reads	
EE0493_asv.1632	3	sequence reads	
EE0493_asv.1635	15	sequence reads	
EE0493_asv.1636	6	sequence reads	
EE0493_asv.1637	3	sequence reads	
EE0493_asv.1638	22	sequence reads	
EE0493_asv.1643	18	sequence reads	
EE0493_asv.1644	9	sequence reads	
EE0493_asv.1645	7	sequence reads	
EE0493_asv.1646	18	sequence reads	
EE0493_asv.1647	84	sequence reads	
EE0493_asv.1648	276	sequence reads	
EE0493_asv.1649	7	sequence reads	
EE0493_asv.1650	28	sequence reads	
EE0493_asv.1651	23	sequence reads	
EE0493_asv.1652	14	sequence reads	
EE0493_asv.1653	45	sequence reads	
EE0493_asv.1654	179	sequence reads	
EE0493_asv.1657	26	sequence reads	
EE0493_asv.1659	23	sequence reads	
EE0493_asv.1660	6	sequence reads	
EE0493_asv.1661	2	sequence reads	
EE0493_asv.1662	21	sequence reads	
EE0493_asv.1663	11	sequence reads	
EE0493_asv.1664	17	sequence reads	
EE0493_asv.1665	12	sequence reads	
EE0493_asv.1666	9	sequence reads	
EE0493_asv.1670	72	sequence reads	
EE0493_asv.1671	180	sequence reads	
EE0493_asv.1672	90	sequence reads	
EE0493_asv.1675	10	sequence reads	
EE0493_asv.1676	23	sequence reads	
EE0493_asv.1677	67	sequence reads	
EE0493_asv.1679	13	sequence reads	
EE0493_asv.1680	26	sequence reads	
EE0493_asv.1681	13	sequence reads	
EE0493_asv.1682	2	sequence reads	
EE0493_asv.1683	79	sequence reads	
EE0493_asv.1684	69	sequence reads	
EE0493_asv.1685	13	sequence reads	
EE0493_asv.1686	6	sequence reads	
EE0493_asv.1687	9	sequence reads	
EE0493_asv.1688	138	sequence reads	
EE0493_asv.1690	11	sequence reads	
EE0493_asv.1693	9	sequence reads	
EE0493_asv.1695	5	sequence reads	
EE0493_asv.1696	22	sequence reads	
EE0493_asv.1698	24	sequence reads	
EE0493_asv.1699	10	sequence reads	
EE0493_asv.1700	74	sequence reads	
EE0493_asv.1701	2	sequence reads	
EE0493_asv.1702	10	sequence reads	
EE0493_asv.1703	24	sequence reads	
EE0493_asv.1704	19	sequence reads	
EE0493_asv.1706	15	sequence reads	
EE0493_asv.1707	2	sequence reads	
EE0493_asv.1708	31	sequence reads	
EE0493_asv.1710	2	sequence reads	
EE0493_asv.1711	7	sequence reads	
EE0493_asv.1714	235	sequence reads	
EE0493_asv.1716	22	sequence reads	
EE0493_asv.1717	2	sequence reads	
EE0493_asv.1722	34	sequence reads	
EE0493_asv.1723	55	sequence reads	
EE0493_asv.1724	64	sequence reads	
EE0493_asv.1725	25	sequence reads	
EE0493_asv.1726	3	sequence reads	
EE0493_asv.1731	13	sequence reads	
EE0493_asv.1732	246	sequence reads	
EE0493_asv.1733	16	sequence reads	
EE0493_asv.1734	3	sequence reads	
EE0493_asv.1735	6	sequence reads	
EE0493_asv.1736	26	sequence reads	
EE0493_asv.1737	14	sequence reads	
EE0493_asv.1738	24	sequence reads	
EE0493_asv.1739	49	sequence reads	
EE0493_asv.1740	6	sequence reads	
EE0493_asv.1743	11	sequence reads	
EE0493_asv.1744	41	sequence reads	
EE0493_asv.1745	25	sequence reads	
EE0493_asv.1746	28	sequence reads	
EE0493_asv.1747	9	sequence reads	
EE0493_asv.1751	1	sequence reads	
EE0493_asv.1753	6	sequence reads	
EE0493_asv.1754	2	sequence reads	
EE0493_asv.1755	248	sequence reads	
EE0493_asv.1756	177	sequence reads	
EE0493_asv.1757	12	sequence reads	
EE0493_asv.1758	18	sequence reads	
EE0493_asv.1759	134	sequence reads	
EE0493_asv.1764	18	sequence reads	
EE0493_asv.1765	2	sequence reads	
EE0493_asv.1766	218	sequence reads	
EE0493_asv.1767	2	sequence reads	
EE0493_asv.1768	2	sequence reads	
EE0493_asv.1772	7	sequence reads	
EE0493_asv.1773	251	sequence reads	
EE0493_asv.1774	249	sequence reads	
EE0493_asv.1777	4	sequence reads	
EE0493_asv.1778	46	sequence reads	
EE0493_asv.1779	7	sequence reads	
EE0493_asv.1780	56	sequence reads	
EE0493_asv.1781	36	sequence reads	
EE0493_asv.1783	24	sequence reads	
EE0493_asv.1786	1	sequence reads	
EE0493_asv.1787	14	sequence reads	
EE0493_asv.1790	5	sequence reads	
EE0493_asv.1792	170	sequence reads	
EE0493_asv.1794	16	sequence reads	
EE0493_asv.1795	115	sequence reads	
EE0493_asv.1796	198	sequence reads	
EE0493_asv.1797	25	sequence reads	
EE0493_asv.1798	46	sequence reads	
EE0493_asv.1799	11	sequence reads	
EE0493_asv.1801	51	sequence reads	
EE0493_asv.1804	50	sequence reads	
EE0493_asv.1805	7	sequence reads	
EE0493_asv.1806	245	sequence reads	
EE0493_asv.1808	4	sequence reads	
EE0493_asv.1809	28	sequence reads	
EE0493_asv.1810	30	sequence reads	
EE0493_asv.1811	24	sequence reads	
EE0493_asv.1812	60	sequence reads	
EE0493_asv.1813	19	sequence reads	
EE0493_asv.1816	20	sequence reads	
EE0493_asv.1817	113	sequence reads	
EE0493_asv.1818	7	sequence reads	
EE0493_asv.1820	50	sequence reads	
EE0493_asv.1821	7	sequence reads	
EE0493_asv.1822	3	sequence reads	
EE0493_asv.1824	65	sequence reads	
EE0493_asv.1828	34	sequence reads	
EE0493_asv.1829	5	sequence reads	
EE0493_asv.1830	9	sequence reads	
EE0493_asv.1831	131	sequence reads	
EE0493_asv.1832	158	sequence reads	
EE0493_asv.1834	21	sequence reads	
EE0493_asv.1835	10	sequence reads	
EE0493_asv.1836	10	sequence reads	
EE0493_asv.1837	33	sequence reads	
EE0493_asv.1838	219	sequence reads	
EE0493_asv.1839	1	sequence reads	
EE0493_asv.1842	2	sequence reads	
EE0493_asv.1843	135	sequence reads	
EE0493_asv.1844	123	sequence reads	
EE0493_asv.1846	25	sequence reads	
EE0493_asv.1847	2	sequence reads	
EE0493_asv.1848	20	sequence reads	
EE0493_asv.1849	28	sequence reads	
EE0493_asv.1854	235	sequence reads	
EE0493_asv.1855	3	sequence reads	
EE0493_asv.1859	10	sequence reads	
EE0493_asv.1860	7	sequence reads	
EE0493_asv.1861	61	sequence reads	
EE0493_asv.1863	10	sequence reads	
EE0493_asv.1865	64	sequence reads	
EE0493_asv.1866	48	sequence reads	
EE0493_asv.1867	117	sequence reads	
EE0493_asv.1868	79	sequence reads	
EE0493_asv.1869	10	sequence reads	
EE0493_asv.1870	1	sequence reads	
EE0493_asv.1873	14	sequence reads	
EE0493_asv.1874	4	sequence reads	
EE0493_asv.1875	24	sequence reads	
EE0493_asv.1877	8	sequence reads	
EE0493_asv.1878	133	sequence reads	
EE0493_asv.1882	36	sequence reads	
EE0493_asv.1887	6	sequence reads	
EE0493_asv.1888	16	sequence reads	
EE0493_asv.1889	102	sequence reads	
EE0493_asv.1892	13	sequence reads	
EE0493_asv.1893	14	sequence reads	
EE0493_asv.1894	216	sequence reads	
EE0493_asv.1895	47	sequence reads	
EE0493_asv.1896	1	sequence reads	
EE0493_asv.1903	29	sequence reads	
EE0493_asv.1905	39	sequence reads	
EE0493_asv.1906	77	sequence reads	
EE0493_asv.1907	143	sequence reads	
EE0493_asv.1908	104	sequence reads	
EE0493_asv.1911	6	sequence reads	
EE0493_asv.1912	31	sequence reads	
